Query,Category
Ontario International Airport,PLACE
Where are the best bars,PLACE
thai restaurant open now,PLACE
New York Hall Of Science,PLACE
can you tell me how to get to Universal city walk without using I4 from my house,ROUTE
 Park L bike,NONE
Music stores in San Leandro,PLACE
university of oregon state,PLACE
Which city is near Michigan,AREA
"35.322198, 128.26174",GEOLOCATION
How have you been,PLACE
places to visit in Boston,PLACE
"161 Berlin Road, Cromwell CT 6416",ADDRESS
best way to get to walmart at 7?,ROUTE
What is the best Italian restaurant in Boston,PLACE
center from my home,ROUTE
"137 Teaticket Hwy, East Falmouth MA 2536",ADDRESS
Any good rock bands coming to town soon,EVENT
what are the major cities in the states through which the major river in virginia runs,AREA
"4765 Commercial Drive, New Hartford NY 13413",ADDRESS
How to get to Mt Rainier,ROUTE
I am going to bring a jacket to the Yoga festival since it is going to be chilly outside,NONE
Rubin Museum of Art,PLACE
Cool places to eat around Miami,PLACE
Football games in England,EVENT
 hiking lake zurich,PLACE
"3909 Witmer Road, Niagara Falls, NY 14305 ",ADDRESS
best site seeing places available in Paris tomorrow,PLACE
what is the shortest river in nebraska,PLACE
 DJ,NONE
"Directions from home to the Orlando airport without traffic, I need to arrive at 4pm",ROUTE
"-122.8077471,45.4901447",GEOLOCATION
Any football watching parties this weekend,EVENT
what rivers are there in texas,PLACE
galapagos islands,AREA
"48.786293,44.751867",GEOLOCATION
Cozy and comfortable rent house in Hawaii,PLACE
"51.1702, 4.81317",GEOLOCATION
Directions to Eastern Market.,ROUTE
 time train,NONE
I need help getting to Unisys today at 3pm,ROUTE
"42 Fairhaven Commons Way, Fairhaven MA 2719",ADDRESS
Dancing club within 10 miles to go to tonight,PLACE
 Disney,NONE
jazz clubs near me,PLACE
Is there a Silver Alert,NONE
any free parties tonight,EVENT
"""41.9085327,-87.8351271""",GEOLOCATION
Where is the closest butcher within 10 miles from me,PLACE
"51.661531,39.200287",GEOLOCATION
Concerts in Irvine tomorrow,EVENT
main building of Syracuse University,PLACE
Any dine in movie theaters in Brooklyn,PLACE
"41.8468,-87.9541",GEOLOCATION
"-122.7811133,45.4573829",GEOLOCATION
what is the largest city in michigan,AREA
Where is a good place for my daughter to gymanstics and horseback riding lessons?,PLACE
"209 Lakeshore Parkway, Homewood AL 35209",ADDRESS
"""41.72576,-87.68231""",GEOLOCATION
Where is the best place to go for fun on Christmas Eve in California,PLACE
What is the longest event tonight,EVENT
directions to monalisas church via i-545 from bell county,ROUTE
directions to kankakee from oswego,ROUTE
kids stuff,EVENT
what is the shortest river in the us,PLACE
Any events on Friday,EVENT
Show me where my friends like to travel,NONE
U2,NONE
Monterey Seavalley,PLACE
"37.654259, 127.056294",GEOLOCATION
café for quite seats,PLACE
The Old Curiosity Shop,PLACE
which rivers run through states with fewest cities,PLACE
how many people live in new mexico,NONE
Paris area in France,AREA
Ellis Island and Liberty Island,AREA
what is the highest point in florida,AREA
Did any of my friends check into the theater yet?,NONE
Get me directions to the Florida Theater in downtown Jacksonville from Saint Augustine Beach.,ROUTE
kansas city,AREA
"37.551166, 126.849506",GEOLOCATION
what is the state with the largest area,AREA
How can I drive to Beth's house without driving on a highway?,ROUTE
Which way is the shortest route home from work avoiding traffic,ROUTE
Any Boy Scout camping here,EVENT
Are there any public transportation options to get to the Stanford mall for the unveiling of the new Samsung phone event?,ROUTE
"9248 Parkway East, Birmingham AL 35206",ADDRESS
Comedians performing this weekend,EVENT
top restaurants in Manhattan,PLACE
any art shows this weekend,EVENT
"2200 South Mckenzie St, Foley AL 36535",ADDRESS
what is the state with the lowest point,AREA
Kid friendly events in LoDo in December,EVENT
wine bars in Chicago,PLACE
 friends restaurant,NONE
Capital of Germany,AREA
Which way is the fastest route,ROUTE
get me directions to downbeach from mainland bridge at 4;46pm today,ROUTE
"330 Sutton Rd, Huntsville AL 35763",ADDRESS
excursions,EVENT
Christmas activities,EVENT
Any tree lighting ceremonies this weekend,EVENT
"550 Providence Hwy, Walpole MA 2081",ADDRESS
I would like to go to picnic place ,PLACE
how many people live in the biggest city in new york state,NONE
turn lights on,NONE
airport in Zurich,PLACE
what is the city in texas with the largest population,AREA
Where to get great Chinese food,PLACE
Where can I get a good drink,PLACE
Where is she having her baby shower?,NONE
"685 Schillinger Rd, Mobile AL 36695",ADDRESS
What kind of flowers did you plant?,NONE
name the longest river in us,PLACE
Has Tim ever been to my favorite mexican restaurant?,NONE
 Ruth Chris Steakhouse Florida,NONE
"-122.8317483,45.448319",GEOLOCATION
directions from mcallen to dallas,ROUTE
any events today,EVENT
eve party,EVENT
Find music events in Montreal this weekend,EVENT
Directions to the hospital,ROUTE
"4300 Lakeville Road, Geneseo NY 14454",ADDRESS
What is the best way for me to get to the AT&T center?,ROUTE
"288 Larkin, Monroe NY 10950",ADDRESS
what states border florida,AREA
directions to the nearest hospital that is less then 10 minutes away avoiding all traffic and construction,ROUTE
what is the largest state bordering arkansas,AREA
what states border the states with the most cities,AREA
directions from mcallen to port aransas,ROUTE
Can you tell me directions to the Wal Mart on 103rd Street.,ROUTE
any community garage sales in fort worth this weekend,EVENT
How many hours of your life you lose in traffic,PLACE
pharmacy,PLACE
Montreal Science Centre,PLACE
gas station,PLACE
Adult only Christmas events,EVENT
What roads are closing for President Trump's speech in Pensacola today,NONE
all concerts for verizon ampitheatre in november,EVENT
Best place to shop for Christmas trees in St. Louis this weekend,PLACE
Italian restaurants in Scottsdale,PLACE
Liberty Science Center,PLACE
Are elephant populations in West Africa generally small and fragmented?,NONE
can I get the directions to Pico Ski Resort?,ROUTE
Atlanta History Center,PLACE
any concerts going on next week near me,EVENT
Any libraries open on the weekend in Hayward,PLACE
"450 Highland Ave, Salem MA 1970",ADDRESS
Get me driving directions to the Mac & Cheese Festival in San Francisco.,ROUTE
Can you see each other again and what time,NONE
New Museum,PLACE
"1105 Boston Road, Springfield MA 1119",ADDRESS
"Can you give me directions from HSPVA in Houston, to Hobby Airport?",ROUTE
"According to Reader's Digest, is Finland best for living?",NONE
"51.3348, 5.4778",GEOLOCATION
Any chance Nine Inch Nails released any tour dates on the east coast for the next 6 months,EVENT
Where can I find a good head shop in Denver,PLACE
where can I taste whiskey in chicago,NONE
what are the populations of the major cities of texas,NONE
Where is Handels Messiah playing next week,EVENT
"37.517189, 126.866618",GEOLOCATION
Is it too late to take ballet classes,NONE
what is the largest capital city in the usa,AREA
what states border michigan,AREA
what states border kentucky,AREA
 pizza places for large family,PLACE
What kind of family events are happening in Henderson this month,EVENT
Does the hair salon where cousin Mary works also do manicures and pedicures?,NONE
"970 Torringford Street, Torrington CT 6790",ADDRESS
Get me driving directions to the candlelight walk in medina,ROUTE
Ste B,NONE
Musical Instrument Museum,PLACE
What clubs are open tonight,PLACE
Where can I get massage on Sunday,PLACE
can I get a menu for the chinese food place,PLACE
river tubing places near atlanta,PLACE
Studio Museum in Harlem,PLACE
what is the capital of the state with the highest elevation,AREA
where is rhode island,AREA
where can I go golfing,EVENT
what are the populations of states through which the mississippi runs,NONE
"100 Thruway Plaza, Cheektowaga NY 14225",ADDRESS
"295 Plymouth Street, Halifax MA 2338",ADDRESS
"3300 South Oates Street, Dothan AL 36301",ADDRESS
George Gustav Heye Center,PLACE
what is the biggest state in the usa,AREA
airport in london city,PLACE
"1450 No Brindlee Mtn Pkwy, Arab AL 35016",ADDRESS
Crocker Art Museum,PLACE
Which way is the safest to travel to my destination,ROUTE
any art shows this month,EVENT
any art shows today,EVENT
best place to eat a gyro near me,PLACE
Any children's play centers near me open this weekend,PLACE
What's the fastest route to the airport,ROUTE
Wine tasting parties,EVENT
Acting workshops in Cambridge for January,EVENT
Catholic Christmas masses in Central Jersey,EVENT
parties for LGBT,EVENT
city where has UN headquarter,AREA
best route to Paramount for the Maine concert tomorrow,ROUTE
5 star restaurants accepting reservations for Valentine's day,PLACE
what states border new jersey,AREA
Starbucks near me open late,PLACE
any availability for Ritz Carlton in New Orleans for Jan 10,NONE
best place to have margaritas,PLACE
Any good shows in Las Vegas next month,EVENT
What's happening this weekend,EVENT
any new gallery exhibitions,EVENT
grocery store for weekend,PLACE
Museums near me,PLACE
 parking street,PLACE
"701 Mcmeans Ave, Bay Minette AL 36507",ADDRESS
any fun events at nags head for new year's eve,EVENT
area for gardening,AREA
what states border alaska,AREA
clubs that are open after midnight tonight,PLACE
How do you say where is the bathroom in Spanish?,NONE
40th birthday party planner,NONE
"42.1383,-88.03252",GEOLOCATION
area 7 in Zurich,AREA
Adult events for night life in downtown,EVENT
"350 E Fairmount Ave, Lakewood NY 14750",ADDRESS
What is Colombia SC by,NONE
What is going on tonight in Melbourne,EVENT
"7155 State Rt 12 S, Lowville NY 13367",ADDRESS
where can I lift weights in Las Vegas,PLACE
Are there any cool events today,EVENT
where is baton rouge,AREA
Will there be a white Christmas,NONE
"-122.8361149,45.4511539",GEOLOCATION
How many students are registered at the local college?,PLACE
How long would it take to drive to Calvin's house?,NONE
What measurement is the window shade?,NONE
What spices are used in both Japanese and Mexican cooking?,PLACE
"1011 US Hwy 72 East, Athens AL 35611",ADDRESS
"42417 Hwy 195, Haleyville AL 35565",ADDRESS
Which state parks will be open on Sunday,PLACE
"34.837688, 127.892595",GEOLOCATION
best place to eat soup,PLACE
"910 Wolcott St, Waterbury CT 6705",ADDRESS
any comedy shows this weekend in nyc,EVENT
Children's Museum Of The Arts,PLACE
"1415 7Th Street South, Clanton AL 35045",ADDRESS
where is new hampshire,AREA
restaurants near briar street theater,PLACE
show me some special places for shopping,PLACE
"-122.7632244,45.4988392",GEOLOCATION
What is the closest theater to me,PLACE
If I wanted to visit a State park this weekend on Sunday which ones would be openWithin a 10 mile radius,NONE
Best route to avoid traffic between Albuquerque and Santa Fe,ROUTE
Is there a Pizza Hut near aunt Brenda's trailer park?,PLACE
 charging station Macdonald home,PLACE
Where is the nearest beach,PLACE
Where to eat in Arts District tonight,PLACE
Anything cool happening this month,EVENT
"""41.54289,-87.52488""",GEOLOCATION
What hotel is closest to the  Daytona speedway?,PLACE
what states border new hampshire,AREA
any art events,EVENT
Night clubs available in Chicago next week,PLACE
Miami University,PLACE
any hiking trail close by,PLACE
Are there any dinner theaters in the Seattle area,PLACE
Christmas events in Medina tomorrow night,EVENT
 dance clubs,NONE
amusement parks open this weekend,PLACE
"742 Main Street, North Oxford MA 1537",ADDRESS
places for food,PLACE
 routes Valley,ROUTE
Theodore Roosevelt Birthplace National Historic Site,PLACE
what is the largest capital,AREA
"35.228678, 128.889352",GEOLOCATION
"-122.8167861,45.445727",GEOLOCATION
How are you,NONE
any fun bands playing in grafton tonight,EVENT
what is the longest river that passes the states that border the state that borders the most states,PLACE
 Berlin Miete,AREA
any festivities on saturday,EVENT
what are the populations of states through which the mississippi runs,NONE
Internet cafes open late in Bath Beach,PLACE
Where is the best place to take my father fishing in Montana?,PLACE
Can you give me the directions to Eric's Place on Hand Avenue across from North Baldwin Utilities.,ROUTE
what is the capital of the state with the largest population density,AREA
what's the best route to take to SeaTac right now,ROUTE
anything happening tomorrow,EVENT
 Jennifer performance dates,NONE
"Can you bring up directions from Duluth to Minneapolis, avoiding construction?",ROUTE
Stanford Graduate School of Business,PLACE
Any live music nearby,EVENT
"2900 S Mem PkwyDrake Ave, Huntsville AL 35801",ADDRESS
Directions to my house.,ROUTE
party bus available for a wedding,PLACE
Best way to get to Ohare airport?,ROUTE
Can you tell me the fastest way to Pearl City when I leave 3pm on a Tuesday,ROUTE
 comedy shows,EVENT
Review the menu items for our potluck this Sunday,NONE
where can I go for sushi tonight,PLACE
Who posted on the franklin flea market cite?,PLACE
 Sunstar hotel,PLACE
what are the major cities in kansas,AREA
what rivers are in states that border texas,PLACE
Best hotel I Kauai ,PLACE
Charles University in Prague,PLACE
closest ER,PLACE
"Pet friendly and kid friendly parks in Sacramento, CA",PLACE
 breakfast places,PLACE
Where are the best gas prices today?,PLACE
Can I sell my car on Facebook?,NONE
"150 Barnum Avenue Cutoff, Stratford CT 6614",ADDRESS
wine and cheese tasting this month,EVENT
directions to zacks,ROUTE
 Applebee ,NONE
what is the highest point in virginia,AREA
"20 Soojian Dr, Leicester MA 1524",ADDRESS
where is massachusetts,AREA
Andrew Carnegie Mansion,PLACE
gras parties,EVENT
Where is a library that is open late on weekends in Chicago,PLACE
LA/Palmdale Regional Airport,PLACE
Price of lemons,PLACE
Directions to Hobby Lobby in North Charleston avoiding construction,ROUTE
where is san diego,AREA
Where is the nearest auto repair shop to David's house?,PLACE
KGB Spy Museum,PLACE
Post office where opens on Sunday,PLACE
"420 Buckland Hills Dr, Manchester CT 6040",ADDRESS
 Nate sister,NONE
places to take my dog,PLACE
California State Indian Museum,PLACE
What time does my mom's flight arrive today?,NONE
 directions Canyon,ROUTE
any interesting for Sunday,EVENT
what is the capital of hawaii,AREA
christmas concert events near me,EVENT
any comedy shows to go to on monday,EVENT
how many inches of snow will we get in January normally,NONE
 86 St. JohnÃ‚ Road London 9PX,ADDRESS
"-122.7918928,45.4616968",GEOLOCATION
IKEA near by my house,PLACE
what is the smallest state in the usa,AREA
Can you give me directions to Louis Liquors in New brunswick from my work?,ROUTE
zagat rated in theater district,PLACE
what is the capital of ohio,AREA
Center for Jewish History,PLACE
Get me to downtown tampa now,ROUTE
Places to eat in West Hollywood tonight,PLACE
what is the capital of washington,AREA
anything to do this weekend,EVENT
Laptop places nearby,NONE
Any caroling performances in Portland happening,EVENT
"37.566953, 126.977977",GEOLOCATION
Which district is good for shopping,AREA
best directions to arrive early in Rio de Janeiro,ROUTE
what states border arkansas,AREA
"Best places to go on New Year's Eve, please",PLACE
"Grimnitzer Str 11, 16247, Joachimsthal ",ADDRESS
Any ice skating nearby,EVENT
Directions to my mom's house.,ROUTE
Any Christmas decorating events,EVENT
concerts for Madonna,EVENT
Disney Christmas,PLACE
Where are the best places to get tapas in town,PLACE
what states border the state with the smallest area,AREA
"352 Palmer Road, Ware MA 1082",ADDRESS
what is the biggest city in the usa,AREA
Birthday party planners next week in London,PLACE
place for walk,PLACE
Directions to the Civic Center in Norwood from Bahama Drive in Norwood,ROUTE
"-122.8236797,45.4341327",GEOLOCATION
Where can I find the pizza house,PLACE
"35.180313, 128.10875",GEOLOCATION
Adult entertainment in Pensacola this weekend,EVENT
Who is going on the High Adventure scout trip with my son?,NONE
what is the area of the state with the capital albany,AREA
café in Vienna,PLACE
Anything cool happening next week,EVENT
capital city of morocco,AREA
way to the museum from home,ROUTE
New York City,AREA
Roller skating rinks in Miami,PLACE
where is area for barbeque?,AREA
 Detour traffic,ROUTE
what was the capital city of the east roman empire?,AREA
Adults only events,EVENT
"37.47829, 126.951502",GEOLOCATION
"Oudekerksplein 23, 1012 GX Amsterdam, The Netherlands",ADDRESS
Give me a list of bars this weekend showing the big game,PLACE
"51.4428, 5.4778",GEOLOCATION
Where is the farthest place in the world anyone in my veterinary class has traveled on vacation?,PLACE
Seoul north of river,AREA
is there any craft fairs this weekend in portland,EVENT
"10675 Hwy 5, Brent AL 35034",ADDRESS
Please send a Happy Birthday text to all my friends who have birthdays this week.,PLACE
 Street for shopping,EVENT
Coffeshops,PLACE
signing events,EVENT
what is the biggest city in usa,AREA
Karaoke clubs open on weekends in Tyler,PLACE
Holiday events,EVENT
How far away does Katie live from my workplace?,NONE
"-122.7989428,45.4607193",GEOLOCATION
what is the capital of new jersey,AREA
paper brands,NONE
At what time does the Getty Museum in Los Angeles opens this Saturday,NONE
 job,NONE
Need a Kosher Vegan place open on Sundays,PLACE
"2780 John Hawkins Pkwy, Hoover AL 35244",ADDRESS
"-122.7800795,45.4792484",GEOLOCATION
how many people live in minneapolis minnesota,NONE
Is Dennis still attending his appointment in Pittsburgh on Thursday?,PLACE
what is the smallest state bordering ohio,AREA
How many of my college friends still attend homecoming in Tallahassee?,NONE
Vatican City,AREA
give me suggestions on what to do this weekend,EVENT
The Broadway Theatre,PLACE
are there in rock climbing walls near 29720,NONE
any jazz shows nearby,EVENT
Can you find me a way to get from here to Orlando that takes me to some other interesting stops?,ROUTE
"337 Russell St, Hadley MA 1035",ADDRESS
"37.526505, 126.89619",GEOLOCATION
 Bridges Hook Brooklyn,ROUTE
Does my cousin have a baby shower next month?,NONE
Can you give me directions to get around this traffic,ROUTE
"-122.7823458,45.5076398",GEOLOCATION
Where is a good place to go for coffee in North Carolina during the weekday,PLACE
best place to go for fun on Christmas Eve in California,PLACE
art galleries that are open today,PLACE
"5100 Hwy 31, Calera AL 35040",ADDRESS
Is there an E-Sports Lounge with a Bar near me,PLACE
what states border states that border the state with the largest population,AREA
Where is a close mexican restaurant in Portland,PLACE
Where to eat in Arts District tonight,PLACE
what is the highest point in the state with capital des moines,AREA
Places to eat in Austin in July,PLACE
Job fairs downtown in the next two months,EVENT
 hours,NONE
How far does my cousin Cathy Stiffey live from Bolivar,NONE
Best place to eat at,PLACE
How many national grocery store chains are in Cedartown?,NONE
What is required to obtain a driver licence at the age of 17 in Texas?,NONE
"-122.8268704,45.4855072",GEOLOCATION
Who said they are going to the event at Pentangle?,NONE
Best winery in Colorado,PLACE
Route drive to work with least traffic,ROUTE
what is the capital of utah,AREA
name the major lakes in michigan,PLACE
what is the largest city in california,AREA
"-122.8089255,45.4537623",GEOLOCATION
Any Bruno Mars Concerts near by,EVENT
 type sister having,NONE
anything cool happening in texas,EVENT
Is Soaring Ridge releasing any new beers this month in Roanoke,PLACE
 distance route house County Courthouse,ROUTE
"3136  Doctors Drive, Los Angeles, California",ADDRESS
Grocery stores near Miami,PLACE
Fernbank Museum of Natural History,PLACE
How much are tickets to see U2 at the BOK,NONE
Is Suzy Q's birthday party this weekend?,NONE
can you show me backroads from here to downtown dallas,ROUTE
"591 Memorial Dr, Chicopee MA 1020",ADDRESS
"6350 Cottage Hill Road, Mobile AL 36609",ADDRESS
what is the area of the largest state,AREA
Directions from my house to the nearest gas station,ROUTE
Best place to eat at,PLACE
what is the highest point in the state with capital austin,AREA
"300 Colony Place, Plymouth MA 2360",ADDRESS
best hotspots in CityWalk,PLACE
Where is the Nashville Christmas concert,EVENT
Activities for tourists in San Diego CA,EVENT
Where is the closest oral surgeon?,PLACE
 Christmas,NONE
Best neighborhoods to go trick or treating in on Halloween,AREA
Show me John destination,NONE
Where is a BBQ restaurant in Portland please,PLACE
sisters,NONE
Tell me about attractions in downtown indianapolis,NONE
What's the fastest way to get home tonight,ROUTE
"-122.8319833,45.43297",GEOLOCATION
What time does my Dr office open on fridays,NONE
"1801 Hwy 78 East, Jasper AL 35501",ADDRESS
best place to club in town,PLACE
what is the longest river that flows through colorado,PLACE
"41.878114,-87.629798",GEOLOCATION
 year,NONE
Neighborhoods for rich people,AREA
give me some info on museums,NONE
"-122.8314545,45.5156204",GEOLOCATION
what is the capital of vermont,AREA
Where did Randall going camping last year?,NONE
"-122.8316289,45.4337148",GEOLOCATION
Any music festivals coming to my area next month,EVENT
 563 Union St 2B7,ADDRESS
Do not wake me up this weekend,NONE
Is there anything fun to do in Atlanta next week,EVENT
bus stop in front of main station,PLACE
find pictures of my family with scarves,NONE
"""41.72576,-87.68231""",GEOLOCATION
Directions to the closest parking lot to the Javitz center from my house,ROUTE
 charging station starbucks way home,PLACE
What is the best Mexican restaurant for a budget in Amarillo,PLACE
"-122.7626418,45.4918895",GEOLOCATION
any hiking excursions in Palm Springs this weekend,EVENT
 food festivals happening tomorrow,EVENT
Best microbrew in vancouver wa,PLACE
"51.4448, 5.4778",GEOLOCATION
can you tell me the fastest way to get to my doctors appointment today if I left from work,ROUTE
"Westport, Wiltshire",AREA
James Franklin Printing Shop,PLACE
Province for winery in Italy,AREA
what is the combined area of all 50 states,AREA
any happy hours nearby now,EVENT
Price of gas locally,NONE
what states border rhode island,AREA
When do I need to buy  christmas groceries,NONE
What's the shortest route to Lucas Oil Stadium,ROUTE
I need some romantic restaurant suggestions for Saturday night,PLACE
where is state parks in California,AREA
"Goethestraße 1, 07743 Jena ",ADDRESS
Local events halls that have their own dj,PLACE
"-122.8321159,45.4967275",GEOLOCATION
 Hotels minute walk,PLACE
what is the highest point in maine,AREA
"180 North King Street, Northhampton MA 1060",ADDRESS
Phoenix Art Museum,PLACE
How often does Kelly travel outside the US?,PLACE
 Check cinema accident 10,ROUTE
What does my day look like,NONE
sale events for jcpennys this week,EVENT
"52.1302, 4.29517",GEOLOCATION
places to go on a date in durham,PLACE
nearby hair salons with available appointments for this weekend,PLACE
Any local poetry readings,EVENT
Monterey Submarine Canyon,PLACE
Where is the closest oral surgeon?,PLACE
"43 Stephenville St, Massena NY 13662",ADDRESS
how many people live in new york,NONE
Anything cool happening next weekend in Chicago,EVENT
what would be the best route to nashville tuesday at 9 am,ROUTE
Find route with least amount of traffic,ROUTE
how far away is moon to earth,PLACE
Where should I hang out tonight,PLACE
Aldi hiring events in virginia,EVENT
"Martin Luther King, Jr., National Historic Site",PLACE
"101 South Beltline Highway, Mobile AL 36606",ADDRESS
"52.1772, 3.29517",GEOLOCATION
Any parties near Hayward this month,EVENT
seafood restaurants menu in boca raton,PLACE
"37.538712, 127.082366",GEOLOCATION
What movie did Johnny take Sue to see this weekend?,NONE
what is the area of the states,AREA
"35.503827, 128.746604",GEOLOCATION
Can you give me the fastest route to get to Colorado Springs that avoid going through any construction zones?,ROUTE
food near me,PLACE
19110 wenthwirSouth Wentworth Avenue,NONE
what are the rivers in the state of texas,PLACE
Any new years events happening near me,EVENT
Will Glenn be able to take good pictures of Sandy?,NONE
Where is the oldest zoo in America that I can visit,PLACE
what is the state with the largest population density,AREA
"35.227992, 128.681815",GEOLOCATION
 cocktail bars in NYC,PLACE
Where is the closest adult arcade,PLACE
The best route to jogging in Hawaii,PLACE
"3191 County rd 10, Canandaigua NY 14424",ADDRESS
concerts for hip-hop music fans,EVENT
what is the biggest city in the smallest state,AREA
Food trucks,EVENT
 directions Pensacola using Street,ROUTE
What Time does Taco bell Open Near me,NONE
"comedy stores in Manchester, NH open tonight",PLACE
Can we get to North Park by 9th Street by bike?,ROUTE
which rivers run through the state with the lowest elevation in the usa,PLACE
Any activities to do tomorrow,EVENT
popular spots to propose,NONE
"1600 Montclair Rd, Birmingham AL 35210",ADDRESS
best place to go and have breakfast near me,PLACE
 way house taking A1A,ROUTE
"5919 Trussville Crossings Pkwy, Birmingham AL 35235",ADDRESS
Margo Feiden Galleries,PLACE
Gyungnam Province in South Korea,AREA
What are some places to go on a date tonight around 9,PLACE
Can you tell me how to get to Sesame Street from Elm Street,ROUTE
Can you give me driving directions to the airport avoiding highways,ROUTE
Best route to Penfield not taking i90 from Syracuse,ROUTE
 neighborhood shopping,AREA
Art galleries in Dallas open after 8 pm,PLACE
Best place to eat a gyro,PLACE
best place to have a rueben,PLACE
"30 Catskill, Catskill NY 12414",ADDRESS
"62.028103,129.732663",GEOLOCATION
Best route to avoid congestion,ROUTE
holiday concerts,EVENT
Places to eat near me,PLACE
"1180 Fall River Avenue, Seekonk MA 2771",ADDRESS
any kid friendly restaurants for breakfast tomorrow,PLACE
 friends World,NONE
Places to play basketball downtown,PLACE
nice beach in Hawaii for sunbathing ,PLACE
Restrooms,NONE
what are the capital cities of the states which border texas,AREA
"250 Hartford Avenue, Bellingham MA 2019",ADDRESS
"1972 Hwy 431, Boaz AL 35957",ADDRESS
"180 River Rd, Lisbon CT 6351",ADDRESS
"85 Crooked Hill Road, Commack NY 11725",ADDRESS
name the 50 capitals in the usa,AREA
"170 Fort Morgan Road, Gulf Shores AL 36542",ADDRESS
Best dine in restaurant,PLACE
Best neighborhoods to go trick or treating in on Halloween,PLACE
 Route avoiding streets left turns,ROUTE
 amusement weekend,NONE
"5360 Southwestern Blvd, Hamburg NY 14075",ADDRESS
"315 Foxon Blvd, New Haven CT 6513",ADDRESS
How many times has my father viewed the video he sent us?,NONE
any event near to me this weekend,EVENT
What is the quickest route home with the least amount of traffic,ROUTE
What time can I find Demi Lovato on news Channel 6 tomorrow,NONE
What's the alternate route to the hickey game in tacoma,ROUTE
Funny books to read,NONE
Show me a route from the Baltimore to Ferris processing in Detroit,ROUTE
What is the name of the new song by sza just released last month,PLACE
Capital of England,AREA
How long do neon tetra's live?,NONE
Anniversary ideas,PLACE
any concerts in new york on sunday,EVENT
 contests summer,EVENT
"3222 State Rt 11, Malone NY 12953",ADDRESS
"312 Palisades Blvd, Birmingham AL 35209",ADDRESS
"What is the shortest route home from Camelback Lodge in the Poconos, leaving at 11am?",ROUTE
the best restaurant nearby,PLACE
"37.589562, 127.0167",GEOLOCATION
 comedy shows in Picasso theater,EVENT
What is the phone number for the nearest gift shop,NONE
What's going on in Raleigh next week,EVENT
Directions to home,ROUTE
Italian restaurants in Scranton,PLACE
what is the capital of states that have cities named durham,AREA
 return 2 week vacation,NONE
When does the ice skating rink open in Temecula for the holidays,NONE
"3389  Counts Lane, West Hartford, Connecticut",ADDRESS
any concerts by Usher this week,EVENT
Places to eat in Santa Monica tonight,PLACE
"-122.8011322,45.4849565",GEOLOCATION
Are there any shortcuts I can take to get from my job to Allison's house by 4 pm?,ROUTE
concerts by NKOTB this week,EVENT
"5033 Transit Road, Clarence NY 14031",ADDRESS
 neighborhood pubcrawling,AREA
what is the area of alaska,AREA
"-122.7862896,45.457663",GEOLOCATION
do you like wwe,NONE
some place for pizza,PLACE
 chausseestrasse intersection,AREA
How can I get to Manhattan by 7 and avoid construction,ROUTE
directions from mcallen to  taylor,ROUTE
Places to eat,PLACE
new england area,PLACE
entrance,PLACE
best mall nearby,PLACE
Good salons not too far from my home,PLACE
what are the major cities in the usa,AREA
car,NONE
 birthday year,NONE
 route Atlanta,ROUTE
Any arts and crafts events this weekend,EVENT
How many places were visited by mom and dad last 2 years?,NONE
Most healthiest food,NONE
Where is Amsterdam,AREA
Amusement parks in South Carolina opens after 9:00pm,PLACE
any beer festivals this weekend,EVENT
All ages concert in Raleigh tomorrow,EVENT
"-122.8347023,45.4370113",GEOLOCATION
Casino di Villa Boncompagni Ludovisi,PLACE
directions to the nearest hospital that is less then 10 minutes away avoiding all traffic and construction,ROUTE
"-122.8208438,45.4860294",GEOLOCATION
Any fun events this weekend,EVENT
What time do the clubs close in Vegas,NONE
Where can i find a nike and and adidas store within a mall,PLACE
"-122.8622524,45.5229619",GEOLOCATION
Key West night club closing times,PLACE
What is the average age for someone to retire from the government?,PLACE
Ukrainian Museum,PLACE
Any cool parties this weekend,EVENT
do you like school,NONE
Directions to Hospital of the University of Pennsylvania in Philadelphia from home.,ROUTE
 8402 Lakeview St. Massapequa 11758,ADDRESS
lunch and brunch place in the corner,PLACE
Golf area in Vietnam,AREA
"52.3742, 4.89222",GEOLOCATION
"35.335016, 129.037057",GEOLOCATION
 route way,ROUTE
Any live music performances near me tonight,EVENT
how many people reside in utah,NONE
 route parking Worth,ROUTE
Museum of Illusions,PLACE
show me darlene's skinny beach mom work outs,PLACE
"party planner available in Destin, FL in 2 weeks",PLACE
Can I get from 4th Ave & Main St Las Vegas to the Bulls Game without detours?,ROUTE
food festivals,EVENT
"-122.8037883,45.4488177",GEOLOCATION
what are the hours of yosake sushi happy hour in wilmington,PLACE
what is the area of maine,AREA
Where can I eat in Northridge on Christmas Day,PLACE
When is Zoolights,EVENT
Haitian restaurants  not too far away but also parts of city that opens 24 hours,PLACE
metal concerts,EVENT
Kids activities,EVENT
Are there any suggested detours to  Daytona,ROUTE
what is the forecast for manznita,PLACE
what time do the bars close in LA,NONE
What's going on beachside,EVENT
Republic of Kosovo,AREA
directions to library if I take 126,ROUTE
Can you give me directions to the high school near Elm Park in Frisco?,ROUTE
Any concerts at NJPAC tonight,EVENT
Any fun holiday things going on this weekend,EVENT
Ornament decorating places in New York,NONE
Museums near Atlanta,PLACE
Where are the best places to get tapas in town,PLACE
What restaurants are nearby for me to eat at tonight,PLACE
Clubs to go in New York,PLACE
"""41.54289,-87.52488""",GEOLOCATION
