Query,Category
How many national grocery store chains are in Cedartown?,NONE
how many of my friends are attending the game this friday night,NONE
How many of my friends went to an Atlanta Braves game last year?,NONE
How many of my relatives are going to the family reunion this year?,NONE
How many people are coming to the family reunion this summer?,NONE
How many people can attend the concert in the park next weekend before capacity is full,NONE
How much does it cost to get a passport,NONE
I am going to bring a jacket to the Yoga festival since it is going to be chilly outside,NONE
"I need to know the best wineries to visit in Dundee, Oregon this weekend",NONE
I wonder if,NONE
ideas on what to do today,NONE
If I wanted to visit a State park this weekend on Sunday which ones would be openWithin a 10 mile radius,NONE
If you were a cake which cake would you be,NONE
Is my cousin's step-dad still in town for the bar mitzvah this evening,NONE
Is scuba diving as safe as everyone says it is?,NONE
Is Tasha in my church group?,NONE
Is the december 15 concert at 8 sold in columbus sold out,NONE
Is the Reading Festival canceled due to flooding on Friday on the main drag between Carlyle and the connecting ramp to the Trunk Road/Highway?,NONE
Is the restaurant Rio Grande open tomorrow,PLACE
Is there a bakery within 50 miles of me?,PLACE
Is there a Pizza Hut near aunt Brenda's trailer park?,PLACE
Is there a trendy bar near me,PLACE
I need some romantic restaurant suggestions for Saturday night,PLACE
Noah Purifoy Open-air Museum Joshua Tree current hours,NONE
Of all of the people that chat with my daughter more than once a month,NONE
Ornament decorating places in New York,NONE
show me friends that are attending michelle's birthday party,NONE
show me friends that are committed to attend the high school reunion,NONE
Show me John destination,NONE
Show me pictures of my college friends in Italy.,NONE
the Jessica's volleyball game at 7:30 a.m. Wednesday morning at Parish high school.,NONE
turn lights on,NONE
Turn off traffic notifications,NONE
Use Bluetooth for cell,NONE
Was the old elementary school that Kim went to destroyed in the fire?,NONE
What is Bill doing this weekend?,NONE
What is Colombia SC by,NONE
What is the average price for a meal at D'Amico's in Houston,NONE
What is the closest grocery store or bakery that carries my Mom's favorite pastry.,PLACE
What is the least expensive nightclub to get into,PLACE
What is the phone number for the nearest gift shop,NONE
What measurement is the window shade?,NONE
What tech companies can my son work for at 18?,NONE
What time can I find Demi Lovato on news Channel 6 tomorrow,NONE
What time do the clubs close in Vegas,NONE
what time does the sun come out in texas,NONE
When does Jake leave?,NONE
When is Pastor Curren's birthday party at the church this May?,NONE
when is the next soccer match among my friends kids,NONE
Activities in NYC on the first week of 2018,EVENT
Air soft events in my state,EVENT
Aldi hiring events in virginia,EVENT
All ages concert in Raleigh tomorrow,EVENT
Any activities at the lake tonight,EVENT
Any ballets going on,EVENT
"Any bands playing in Portland, Maine",EVENT
Any Big Band or Swing shows in Tulsa next week,EVENT
Any cake competitions coming up in Denver,EVENT
any chill events this weekend,EVENT
Any Christmas decorating events,EVENT
Any Christmas events happening in New Albany Ohio next week,EVENT
Any christmas festivals in hardy next week,EVENT
Any christmas lights displays open to the public nearby,EVENT
any comedy shows to go to on saturday,EVENT
any comedy shows to go to on tuesday,EVENT
any concerts by Bon Jovi near me,EVENT
any concerts going on next week near me,EVENT
Any concerts happening tonight,EVENT
any concerts in new york on sunday,EVENT
any concerts in new york on thursday,EVENT
Any concerts next week,EVENT
any concerts on long island tomorrow,EVENT
Any concerts this weekend,EVENT
any concerts tomorrow,EVENT
any cool concerts happening in ann arbor next week,EVENT
any cool fitness events,EVENT
Any cool parties happening tonight,EVENT
Any cool parties this weekend,EVENT
Any Country Music concerts in this area,EVENT
Any event near me,EVENT
Any events good for little kids Sunday,EVENT
"Any events in Brooklyn, tomorrow night",EVENT
Any events on Friday,EVENT
any events today,EVENT
any events tonight,EVENT
any family events near hattiesburg,EVENT
Any family events next week in Virginia,EVENT
Any festivals this weekend,EVENT
any festivities on saturday,EVENT
any food events happening,EVENT
Any football watching parties this weekend,EVENT
Any free parties this weekend in San Francisco,EVENT
any free parties tonight,EVENT
any fun activity for toddlar,EVENT
Any fun holiday things going on this weekend,EVENT
any good country music concerts coming up,EVENT
Any good live music tonight,EVENT
Any good rock bands coming to town soon,EVENT
Any good shows in Las Vegas next month,EVENT
Any hair stylists events tomorow,EVENT
Any holiday event I should know about,EVENT
any holiday events going on in the next 14 days,EVENT
any horse shows happening this weekend in new hampshire,EVENT
Any ice skating nearby,EVENT
any jazz shows nearby,EVENT
Any kid friendly events this weekend,EVENT
any live comedy nearby,EVENT
Any live music events on friday,EVENT
any live music near me tonight,EVENT
Any local events in Dallas this afternoon,EVENT
Any local poetry readings,EVENT
Any mma fights at staples this week,EVENT
Any movie premier near me,EVENT
Any music events for tomorrow,EVENT
Any music festivals coming to my area next month,EVENT
Any music shows today,EVENT
Any musical events at Taj Mahal,EVENT
any new gallery exhibitions,EVENT
Any New Year's Eve parties to go to,EVENT
Any new years events happening near me,EVENT
Any opera concerts in Austin coming up,EVENT
Any outdoor markets for the holidays,EVENT
Any paint and wine nights happening next month in Seattle,EVENT
any parades this weekend,EVENT
Any parties happening in Pittsburgh this upcoming weekend,EVENT
Any plays coming to Memphis in December,EVENT
Any R&B concerts this month,EVENT
Any skiing events or specials this weekend in Vail,EVENT
Any special events going on around here Saturday,EVENT
Any sporting events happening near me on Sunday,EVENT
Any Thomas Rhett concerts this month,EVENT
Any tree lighting ceremonies this weekend,EVENT
any upcoming taylor swift concerts,EVENT
any volleyball tournaments in arlington,EVENT
Any wine tasting event tonight in Manhattan,EVENT
any wwe events scheduled in new york this week,EVENT
Anything cool going on next weekend,EVENT
Anything cool happening in Boerne in December,EVENT
anything cool happening in my area today,EVENT
Anything cool happening this weekend,EVENT
anything dog-related happening this week,EVENT
Which district is good for shopping,AREA
Which area is for walking,AREA
Where is the area for shopping,AREA
where is the neighborhood for living,AREA
Which city is near Michigan,AREA
Where is Chicago,AREA
Central park area in New York,AREA
where is city Busan,AREA
Seoul north of river,AREA
Zurich city,AREA
Bern area,AREA
London ,AREA
Paris area in France,AREA
Where is Amsterdam,AREA
which neighborhood is for clubing,AREA
where is area for barbeque?,AREA
Capital of USA,AREA
Capital of Germany,AREA
Capital of France,AREA
Capital of England,AREA
Where is Kenya,AREA
"Where is Finland located?	",AREA
Where is Ghana ,AREA
What time can i catch the sunset by mrytle beach,NONE
what time do the bars close in LA,NONE
what time do the farms open in Homestead,NONE
What time does McDonald's close,NONE
What time does my Dr office open on fridays,NONE
What time does my friend Jeff get off work?,NONE
What time does my mom's flight arrive today?,NONE
What time does my supervisor's husband leave for work every day?,NONE
what time does santa's village open this weekend,NONE
What time does south Lyon high school start classes,NONE
What Time does Taco bell Open Near me,NONE
What time does the Big Bang Theory start?,NONE
where are some sports bars in tampa,PLACE
Where are the best apple pies made in Blakely,PLACE
Where are the best bars,PLACE
Where can I eat in Northridge on Christmas Day,PLACE
Where can I eat Thai food in Burbank tonight,PLACE
Where can I eat Thai food on Christmas Day,PLACE
Where can I find a good head shop in Denver,PLACE
Where is a BBQ restaurant in Portland,PLACE
Where is a BBQ restaurant in Portland please,PLACE
Where is a close mexican restaurant in Portland,PLACE
Where is a fun place to eat,PLACE
Where is a good museum to go to in New York Christmas weekend,PLACE
Where is a good place for my daughter to gymanstics and horseback riding lessons?,PLACE
Where is a good place to go for coffee in North Carolina during the weekday,PLACE
Where is a good place to have a kid's birthday party in Chicago in the summer,PLACE
Where is a good steak house near me,PLACE
where is a running amusement park on 7th st for today,PLACE
Where is the best mall nearby,PLACE
Where is the best place to go for fun on Christmas Eve in California,PLACE
Where is the best place to take my father fishing in Montana?,PLACE
Where is the closest adult arcade,PLACE
Where is the closest butcher within 10 miles from me,PLACE
Where is the closest ER,PLACE
Where is the closest indoor waterpark near me that is open this month,PLACE
Where is the closest oral surgeon?,PLACE
Where is the closest place I can have lunch,PLACE
Where is the closest Santa's Village to me next week,PLACE
where is the closest starbuck,PLACE
Where is the closet Kroger to me located,PLACE
Where is the farthest place in the world anyone in my veterinary class has traveled on vacation?,PLACE
Where is the Kogi Food Truck right now,PLACE
Where is the most favorable restaurant that my friends and relatives frequently like to dine at?,PLACE
Where is the nearest auto repair shop to David's house?,PLACE
Where is the nearest beach,PLACE
Where is the nearest CVS?,PLACE
Where is the nearest dentist here in San Antonio that is open till 10pm on a Saturday,PLACE
Where is the nearest lake,PLACE
Where to eat in Arts District tonight,PLACE
Where to eat in Hollywood tonight,PLACE
Where to find a kayak in Lahaina,PLACE
Where to get great Chinese food,PLACE
Where to go shopping in Austin this week,PLACE
Which restaurants are open near me on New Years Eve,PLACE
Which restaurants are open on Christmas day in Honolulu,PLACE
zagat rated dessert places in brooklyn,PLACE
zagat rated in theater district,PLACE
wine bars in Chicago,PLACE
where is state parks in California,AREA
"42.055,-87.6951",GEOLOCATION
"42.055,-87.6951",GEOLOCATION
"41.9208109,-87.6941382",GEOLOCATION
"41.850771,-87.648833",GEOLOCATION
"41.64296,-87.62576",GEOLOCATION
"42.055,-87.6951",GEOLOCATION
"41.878114,-87.629798",GEOLOCATION
"41.8711535,-87.765634",GEOLOCATION
"42.055,-87.6951",GEOLOCATION
"41.64296,-87.62576",GEOLOCATION
"41.7254468,-87.6923169",GEOLOCATION
"42.1383,-88.03252",GEOLOCATION
"41.8468,-87.9541",GEOLOCATION
"41.9325,-87.8025",GEOLOCATION
"41.63892365,-87.60726929",GEOLOCATION
"41.64296,-87.62576",GEOLOCATION
"41.7254468,-87.6923169",GEOLOCATION
"42.0312,-87.8112",GEOLOCATION
"42.0825,-88.0425",PLACE
New Museum,PLACE
Merchant's House Museum,PLACE
International Center of Photography Museum,PLACE
Center for Jewish History,PLACE
Afa Gallery,PLACE
Theodore Roosevelt Birthplace,PLACE
Rubin Museum of Art,PLACE
Deitch Projects,PLACE
Ukrainian Museum,PLACE
Museum of Illusions,PLACE
Artists Space,PLACE
Margo Feiden Galleries,PLACE
KGB Spy Museum,PLACE
Fusion Arts Museum,PLACE
American Artist Professional League,PLACE
Fitzgerald Fine Arts,PLACE
Fortnight Institute,PLACE
Museum of Beautiful People,PLACE
TMJ Arts Collective,PLACE
Eva Presenhuber,PLACE
Judd Foundation,PLACE
Leslie+Lohman Prince Street Project,PLACE
Museum of Modern Art,PLACE
"Metropolitan Museum of Art, New York",PLACE
Solomon R Guggenheim Museum,PLACE
Whitney Museum of American Art,PLACE
Frick Collection,PLACE
Brooklyn Museum of Art,PLACE
Morgan Library and Museum,PLACE
Neue Galerie New York,PLACE
New York Hall Of Science,PLACE
Children's Museum Of The Arts,PLACE
New York Transit Museum,PLACE
Studio Museum in Harlem,PLACE
Museum of the City of New York,PLACE
Hayden Planetarium,PLACE
Liberty Science Center,PLACE
Discovery Times Square,PLACE
Jewish Museum,PLACE
American Folk Art Museum,PLACE
"Abbey Road Studios, London",PLACE
Opera bar in Sydney,PLACE
"Frontiers of Flight Museum, Dallas",PLACE
fresh seafood direct from the sea,PLACE
"62.028103,129.732663",GEOLOCATION
"62.028103,129.732663",GEOLOCATION
"44.429866,40.252969",GEOLOCATION
"55.796339,37.938199",GEOLOCATION
"48.786293,44.751867",GEOLOCATION
"59.220473,39.891559",GEOLOCATION
"51.661535,39.200287",GEOLOCATION
"51.661535,39.200287",GEOLOCATION
"51.661535,39.20028",GEOLOCATION
"51.661535,39.200288",GEOLOCATION
"51.661537,39.200285",GEOLOCATION
"51.661531,39.200287",GEOLOCATION
car rental in Jeju island,PLACE
where is rhode island,AREA
Where can I get massage on Sunday,PLACE
Massage shop nearby my apartment,PLACE
which shop is quiet on Saturday,PLACE
grocery store for weekend,PLACE
which park is quiet for walk,PLACE
which park around the lake is nearest from here,PLACE
which park around the lake is nearest from Zurich,PLACE
the quickest route to park from here,ROUTE
Monterey Seavalley,PLACE
Monterey Submarine Canyon,PLACE
Vanderlann Peak,PLACE
Norwood Lake Dam,PLACE
Where can I find the pizza house,PLACE
Where is the laundry place,PLACE
I would like to go to picnic place ,PLACE
airport in Zurich,PLACE
train station near airport,PLACE
"	Shivam apartments , 2nd floor , flat number 203",ADDRESS
"A/1 Jambli galli , Rajwadi chawl Borivali west",ADDRESS
"flat no 102 , habitat havens plot no 835",ADDRESS
"flat no 102 , habitat havens plot no 835, Mumbai",ADDRESS
where can I go to see a Picasso exhibit,PLACE
Where can I have dinner in SOHO friday night,PLACE
Where can I ice skate,PLACE
where can I lift weights in Las Vegas,PLACE
Where can I rent a boat on Erie Lake?,PLACE
where can I take my parents to dinner,PLACE
Find the fastest way to get to the auto shop near Costco from Guitar class.,ROUTE
Tell me how to get from my house to the University at Buffalo.,ROUTE
What is the best route to get to the shore traffic-wise,ROUTE
What is the best route home based on traffic,ROUTE
Get directions to downtown Houma without passing construction,ROUTE
Best route to Penfield not taking i90 from Syracuse,ROUTE
What's the fastest way home from here,ROUTE
what's the best route to take to SeaTac right now,ROUTE
What is the route is the best from home to Seaworld,ROUTE
"Directions to Sunrise Nursing Home in Mount Vernon, NY.",ROUTE
Fastest route to Cedar Rapids,ROUTE
Where is the nearest Taxi stand ,PLACE
Where is the Taxi stand aroun here,PLACE
Where is McDonald's in the city center,PLACE
Where can I buy the indoor plant,PLACE
Flower house where I can buy house plants,PLACE
Furniture store for low cost,PLACE
IKEA near by my house,PLACE
who is attending bike night,NONE
Who is going on the High Adventure scout trip with my son?,NONE
Who is voted the best winery in Washington,NONE
Who made an event to climb in Squamish this summer?,NONE
Who of my friends checked into the movies this past month?,NONE
Who posted on the franklin flea market cite?,NONE
Who said they are going to the event at Pentangle?,NONE
Who was my last text to,NONE
Who went to Susan's birthday party last week?,NONE
Who wished me happy birthday last year?,NONE
Who would you like to move to a new place with?,NONE
Whose college graduation  ceremony is the same as mine?,NONE
Café for rainy day,PLACE
